,loss,accuracy,val_loss,val_accuracy
0,0.6938619613647461,0.7555469274520874,0.40760326385498047,0.8501362204551697
1,0.3364817798137665,0.8793304562568665,0.3442149758338928,0.8773841857910156
2,0.2385425716638565,0.9190346598625183,0.4155511260032654,0.8619436621665955
3,0.21480214595794678,0.93032306432724,0.3297570049762726,0.8855586051940918
4,0.18542709946632385,0.9458933472633362,0.32793867588043213,0.878292441368103
5,0.1546754688024521,0.955235481262207,0.33758553862571716,0.873751163482666
