,val_loss,val_accuracy,loss,accuracy
0,1.0684230327606201,0.5285714268684387,1.3897989900023848,0.40811288356781006
1,1.0668584108352661,0.6015747785568237,1.1275641853006217,0.5432098507881165
2,0.9871093034744263,0.6157480478286743,1.0337264405356512,0.5813050866127014
3,0.9506946802139282,0.5952755808830261,0.9658673902878265,0.6126984357833862
4,0.8459461331367493,0.6771653294563293,0.880341073562359,0.6593103408813477
5,0.908536970615387,0.6929134130477905,0.8768170355068523,0.6507936716079712
6,0.6656450629234314,0.6850393414497375,0.8251001859614996,0.6768953204154968
7,1.0705646276474,0.6708661317825317,0.8124353706941824,0.6783068776130676
8,0.8445123434066772,0.6842857003211975,0.7841241256944065,0.7003448009490967
9,0.8141529560089111,0.6976377964019775,0.7900546504056841,0.7028880715370178
10,0.8107259273529053,0.6897637844085693,0.7564957552942736,0.7058620452880859
11,0.773161768913269,0.6897637844085693,0.7528801275289446,0.7086642384529114
12,0.952341616153717,0.6881889700889587,0.7108561663792051,0.7268965244293213
13,0.8333669304847717,0.7007874250411987,0.692291620862547,0.7319223880767822
14,0.7021926641464233,0.735433042049408,0.6920132271196476,0.7340388298034668
15,0.45616891980171204,0.713385820388794,0.689018890853393,0.7314079403877258
16,0.7217420339584351,0.7328571677207947,0.6736710796911249,0.732275128364563
17,0.7382591366767883,0.7023621797561646,0.6444360007499826,0.7596551775932312
18,0.75360506772995,0.7370078563690186,0.6615147924165002,0.7472923994064331
19,0.6747673749923706,0.7433071136474609,0.6423854488750984,0.7451724410057068
20,0.6244242191314697,0.7181102633476257,0.6505303992906633,0.7480144500732422
21,0.6349413394927979,0.7590551376342773,0.6003382518177941,0.7721340656280518
22,0.6677448153495789,0.7291338443756104,0.6010324410323439,0.7717241644859314
23,0.5929652452468872,0.735433042049408,0.5836633459600822,0.7693121433258057
24,0.5939135551452637,0.7385714054107666,0.5699873503149632,0.7736462354660034
25,0.6872816681861877,0.748031497001648,0.5876251294695097,0.7699999809265137
26,0.6682512164115906,0.7511811256408691,0.6096043784361878,0.7622575163841248
27,0.5980150699615479,0.7559055089950562,0.5406531572762411,0.7915343642234802
28,0.7707833051681519,0.7385826706886292,0.5456621703647432,0.7813051342964172
29,0.6283908486366272,0.7448818683624268,0.5476184344375785,0.7883597612380981
30,0.5868682861328125,0.7511811256408691,0.5217709078254733,0.7985890507698059
31,0.4084765315055847,0.7464566826820374,0.5088779844304241,0.8063492178916931
32,0.801744282245636,0.758571445941925,0.5163832140767806,0.8052909970283508
33,0.7684400081634521,0.752755880355835,0.5000374286683569,0.8091710805892944
34,0.5971018075942993,0.7716535329818726,0.5152549635375828,0.7975308895111084
35,0.6365724205970764,0.7433071136474609,0.4897372567043944,0.8088183403015137
36,0.5578364729881287,0.7433071136474609,0.485911461306207,0.8105819821357727
37,0.7743884325027466,0.787401556968689,0.4641383577276159,0.8176366686820984
38,0.6174692511558533,0.7779527306556702,0.45140485520716067,0.8176366686820984
39,0.4409710466861725,0.7622047066688538,0.4909777719087281,0.8123456835746765
40,0.5484843850135803,0.772857129573822,0.4261975021197878,0.8396551609039307
41,0.593051016330719,0.7622047066688538,0.46812095124583813,0.8194946050643921
42,0.7488096356391907,0.7574803233146667,0.46325166063544193,0.8204585313796997
43,0.5751275420188904,0.7779527306556702,0.4274270760601965,0.8375862240791321
44,0.5442711114883423,0.7732283473014832,0.4422038471362368,0.8222222328186035
45,0.5724335312843323,0.7622047066688538,0.44014019613231564,0.8335739970207214
46,0.4816194176673889,0.7669291496276855,0.4151980239769508,0.839310348033905
47,0.32520362734794617,0.7574803233146667,0.4252640037437639,0.8350180387496948
48,0.6240456700325012,0.7757142782211304,0.40169036388397217,0.8358620405197144
49,0.734700083732605,0.7685039639472961,0.40085221855938963,0.8451499342918396
50,0.785885751247406,0.765354335308075,0.393601667103103,0.8451499342918396
51,0.7650874853134155,0.7921259999275208,0.4001516578374086,0.8465608358383179
52,0.8663270473480225,0.7795275449752808,0.3937045203314887,0.8522045612335205
53,0.6478192806243896,0.7685039639472961,0.36000425474984304,0.8567901253700256
54,0.7902242541313171,0.7732283473014832,0.39012811093554167,0.8451263308525085
55,1.2982627153396606,0.7811023592948914,0.37665141862014245,0.8517241477966309
56,0.6743349432945251,0.7671428322792053,0.35673081780236865,0.8659611940383911
57,0.9722921252250671,0.7716535329818726,0.3649436951314331,0.86102294921875
58,0.8224696516990662,0.7401574850082397,0.38896645786901,0.8613756895065308
59,0.7156510353088379,0.7417322993278503,0.3710080344210226,0.8522045612335205
60,0.4677855968475342,0.8236220479011536,0.33625774663697267,0.870899498462677
61,0.4322358965873718,0.7590551376342773,0.3165550908924621,0.8768959641456604
62,0.7794768810272217,0.7543306946754456,0.31774596825268325,0.8804233074188232
63,1.1018973588943481,0.7590551376342773,0.3407800550814028,0.8719576597213745
64,0.8768767714500427,0.7785714268684387,0.3364735910606553,0.8666666746139526
65,0.8538589477539062,0.7779527306556702,0.3140722497783858,0.8834483027458191
66,0.6020516157150269,0.7685039639472961,0.30870125796218817,0.8885361552238464
67,0.6603674292564392,0.7779527306556702,0.30010921077715363,0.8924188017845154
68,0.8389689922332764,0.7968503832817078,0.2956081895992674,0.8931034207344055
69,0.8999538421630859,0.7748031616210938,0.3148091171048516,0.8828924298286438
70,0.6977400779724121,0.7574803233146667,0.2867543654256817,0.8920634984970093
71,0.4422302544116974,0.7622047066688538,0.27966080784692543,0.8970017433166504
72,0.8316304683685303,0.7828571200370789,0.2956225610059091,0.8819494843482971
73,0.8945263624191284,0.7858267426490784,0.2966453890348303,0.8879310488700867
74,0.6854978203773499,0.7858267426490784,0.296142436321892,0.8851985335350037
75,0.8840272426605225,0.7685039639472961,0.2703703986159686,0.9034482836723328
76,0.7158612012863159,0.7842519879341125,0.311671206882284,0.881227433681488
77,0.7152262330055237,0.7905511856079102,0.26793323611391,0.9031034708023071
78,0.9206605553627014,0.7637795209884644,0.2671864587793905,0.9026455283164978
79,1.0134928226470947,0.8015748262405396,0.2546722415893797,0.9054673910140991
