,val_loss,val_accuracy,loss,accuracy
0,1.1920299530029297,0.477142870426178,1.5619886667850367,0.35167548060417175
1,1.1733253002166748,0.5354330539703369,1.1951883406866164,0.4962962865829468
2,1.1000685691833496,0.5921260118484497,1.0847820539743602,0.5587301850318909
3,1.1224292516708374,0.6015747785568237,1.0383340747898848,0.5904762148857117
4,0.8706740736961365,0.6551181077957153,0.9868229497256943,0.6123456954956055
5,1.0849682092666626,0.6125984191894531,0.9444608290990194,0.6359788179397583
6,0.8657152652740479,0.6787401437759399,0.9459405623415791,0.63456791639328
7,0.6761549711227417,0.6409448981285095,0.8898059916033736,0.6567901372909546
8,0.8784294724464417,0.6857143044471741,0.8848625483184025,0.6579310297966003
9,0.8843454718589783,0.6566929221153259,0.8477170604015516,0.667870044708252
10,0.9340118169784546,0.6551181077957153,0.840745116457527,0.6790123581886292
11,0.8353127837181091,0.6897637844085693,0.7992310174580278,0.685172438621521
12,0.9013494253158569,0.6897637844085693,0.813843394337148,0.6895306706428528
13,0.6848893165588379,0.7039369940757751,0.7494325486440507,0.7135802507400513
14,0.6972504258155823,0.6818897724151611,0.7446185213758412,0.7118165493011475
15,0.8751465678215027,0.6850393414497375,0.7152598130291906,0.7289655208587646
16,0.7642472982406616,0.704285740852356,0.733707317494421,0.7241622805595398
17,0.8132278323173523,0.6850393414497375,0.7062965240428056,0.7202821969985962
18,0.8035417795181274,0.7748031616210938,0.6955319639792942,0.7299638986587524
19,0.6869689226150513,0.6881889700889587,0.7219222496295797,0.7144827842712402
20,1.0271409749984741,0.6755905747413635,0.6873391807815175,0.7255731821060181
21,0.7709808349609375,0.7055118083953857,0.6523451623826251,0.741155207157135
22,0.7873541116714478,0.7370078563690186,0.647234665022956,0.7566137313842773
23,0.9878396391868591,0.713385820388794,0.6756585918623825,0.7293103337287903
24,0.6680887341499329,0.7285714149475098,0.6621870083152932,0.7400352954864502
25,0.671427309513092,0.7370078563690186,0.6210763473803386,0.7548736333847046
26,0.6551924347877502,0.7086614370346069,0.6458022717771859,0.7551724314689636
27,0.8925272226333618,0.7448818683624268,0.61542996948148,0.7590829133987427
28,0.6650720834732056,0.7212598323822021,0.6136374246506464,0.7601410746574402
29,0.8013780117034912,0.752755880355835,0.6171107972320005,0.7643738985061646
30,0.827923059463501,0.7275590300559998,0.6028208192273633,0.7664902806282043
31,0.664664626121521,0.752755880355835,0.6124561166216667,0.7597883343696594
32,0.5859482884407043,0.741428554058075,0.5845316582255893,0.7777777910232544
33,0.6205650568008423,0.7669291496276855,0.5854019195734929,0.7721340656280518
34,0.6527683734893799,0.7228346467018127,0.5560028737988966,0.7834482789039612
35,0.6271818280220032,0.7543306946754456,0.5688128863000698,0.7783393263816833
36,0.9108631610870361,0.7165354490280151,0.5595562282483203,0.780246913433075
37,0.5148295164108276,0.782677173614502,0.5799552306296334,0.7788359522819519
38,0.7169036269187927,0.730708658695221,0.5298134993623804,0.7915343642234802
39,0.7052176594734192,0.770078718662262,0.5438985300475153,0.8013793230056763
40,0.48355963826179504,0.7514285445213318,0.5310143377415086,0.790123462677002
41,0.8572046756744385,0.7464566826820374,0.5509178542796477,0.7883597612380981
42,0.6019554734230042,0.7559055089950562,0.5216996965640719,0.7971119284629822
43,0.6766824126243591,0.7496063113212585,0.5242761992693368,0.7961199283599854
44,0.7516270279884338,0.770078718662262,0.5360061433808557,0.7937930822372437
45,0.6375956535339355,0.7637795209884644,0.5260364161501723,0.7967509031295776
46,0.8081006407737732,0.7590551376342773,0.49567939084151696,0.8158620595932007
47,0.9588856101036072,0.7685039639472961,0.5239978265891436,0.7960288524627686
48,0.6011558771133423,0.7628571391105652,0.4670070769457981,0.818965494632721
49,0.5263780951499939,0.7637795209884644,0.5282642781944712,0.8010581731796265
50,0.48796600103378296,0.7606298923492432,0.4812832397968891,0.8119929432868958
51,0.43516090512275696,0.7637795209884644,0.4898232933810569,0.8126984238624573
52,0.7593162059783936,0.7543306946754456,0.47606962687965004,0.8275132179260254
53,0.6105424165725708,0.8015748262405396,0.48995822689100127,0.8067019581794739
54,0.9040127396583557,0.7574803233146667,0.45431584981803963,0.8253968358039856
55,0.5365621447563171,0.7543306946754456,0.4707291836355939,0.823280394077301
56,1.0958906412124634,0.7542856931686401,0.4609110766933078,0.8162257671356201
57,0.7521960735321045,0.7511811256408691,0.4794153479671983,0.8052909970283508
58,0.7576212882995605,0.7622047066688538,0.4500142115659394,0.8268077373504639
59,0.7906844615936279,0.7385826706886292,0.4698571654223891,0.8151675462722778
60,0.5955151319503784,0.782677173614502,0.4522318588783291,0.8285714387893677
61,0.8144627213478088,0.7811023592948914,0.4467924328708144,0.8278659582138062
62,0.7336868047714233,0.7716535329818726,0.44189847861227743,0.831393301486969
63,0.6532446146011353,0.7779527306556702,0.4765814464453877,0.8141093254089355
64,0.6791139841079712,0.7542856931686401,0.4557204394744187,0.8204585313796997
65,0.5776514410972595,0.7590551376342773,0.41445148196713677,0.8358620405197144
66,0.8225105404853821,0.7858267426490784,0.416847411852451,0.8469313979148865
67,1.0210285186767578,0.7259842753410339,0.3901797702600216,0.8524137735366821
68,0.647021472454071,0.8031495809555054,0.4219187982183285,0.8366842865943909
69,0.791334867477417,0.7811023592948914,0.39508179174433544,0.849097490310669
70,0.6062703132629395,0.7748031616210938,0.4398506455635898,0.8373897671699524
71,0.5787110924720764,0.770078718662262,0.4229614159156536,0.8334482908248901
72,0.8478712439537048,0.7671428322792053,0.42518221159273967,0.8310469388961792
73,0.47371959686279297,0.7606298923492432,0.40455731465702965,0.8472663164138794
74,0.7671326398849487,0.787401556968689,0.38391097507569316,0.8426807522773743
75,0.6403027176856995,0.7590551376342773,0.40212477719973005,0.8469135761260986
76,0.47586390376091003,0.7732283473014832,0.38001445038565274,0.8517241477966309
77,0.6677647233009338,0.7732283473014832,0.38298325017226015,0.8585537672042847
78,0.9749314785003662,0.7685039639472961,0.37009071596370274,0.8566787242889404
79,0.7317781448364258,0.7748031616210938,0.3954776905733964,0.8510344624519348
